title,context,question,answer_text,answer_start
Wajib belajar,"Menteri Koordinator Bidang Pembangunan Manusia dan Kebudayaan, Puan Maharani akan memberlakukan program wajib belajar 12 tahun mulai Juni 2015 mendatang. Program ini akan mewajibkan setiap warga negara Indonesia untuk bersekolah selama 12 tahun pada pendidikan dasar dan menengah, yaitu dari tingkat kelas 1 Sekolah Dasar (SD) atau Madrasah Ibtidaiyah (MI) hingga kelas 12 Sekolah Menengah Atas (SMA) atau Madrasah Aliyah (MA) dan Sekolah Menengah Kejuruan (SMK) atau Madrasah Aliyah Kejuruan (MAK)",Berapakah usia wajib belajar di Indonesia ?,12 tahun,118
Britain's Got Talent,"Britain's Got Talent (sering disingkat BGT) adalah acara bakat televisi Inggris, acara ini dimulai pada Juni 2007 dan berasal dari Got Talent. Acara ini diproduksi oleh Thames (sebelumnya bernama Talkback Thames) dan diproduksi dalam asosiasi dengan Syco TV. Acara ini ditayangkan di ITV dan adik acaranya Britain's Got More Talent ditayangkan di ITV2. Siapapun dari segala usia dengan bermacam bakat dapat mengikuti audisi untuk menunjukan bakat yang dimiliki. Mereka bersaing untuk mendapatkan dukungan penonton dan berusaha untuk mendapatkan gerlar ""Pemenang Britain's Got Talent''. Panel juri asli terdiri dari pencipta acara yakni; Simon Cowell, Amanda Holden dan Piers Morgan. Kelly Brook hadir sebagai juri ke-empat pada seri ke-3, tetapi berhenti setelah audisi pertama. Pada seri ke-5 Morgan tidak hadir dalam penjurian dan Cowell hanya hadir selama pertunjukan langsung, saat itulah David Hasselhoff dan Michael McIntyre bergabung menjadi juri. Alesha Dixon dan David Walliams bergabung menjadi juri pada seri ke-6 sebagai peganti McIntyre dan Hasselhoff.",Siapa juri Britain's Got Talent pertama ?,"Simon Cowell, Amanda Holden dan Piers Morgan. Kelly Brook",637
Karies gigi,"Karies gigi adalah sebuah penyakit infeksi yang merusak struktur jaringan keras gigi.[1] Penyakit ini ditandai dengan gigi berlubang. Jika tidak ditangani, penyakit ini dapat menyebabkan nyeri, kematian saraf gigi (nekrose) dan infeksi periapikal dan infeksi sistemik yang bisa membahayakan penderita, dan bahkan bisa berakibat kematian. Penyakit ini telah dikenal sejak masa lalu, berbagai bukti telah menunjukkan bahwa penyakit ini telah dikenal sejak zaman perunggu, zaman besi, dan zaman pertengahan.[2] Peningkatan prevalensi karies banyak dipengaruhi perubahan dari pola makan.[2][3] Kini, karies gigi telah menjadi penyakit yang tersebar di seluruh dunia.",Apa itu karies gigi?,penyakit infeksi yang merusak struktur jaringan keras gigi,26
Kota Surakarta,"  Bangunan ibadah bersejarah di Surakarta beragam, yang mencerminkan keberagaman kepercayaan yang dianut oleh masyarakat Surakarta, mulai dari masjid terbesar dan paling sakral yang terletak di bagian barat Alun-alun Utara Keraton Kasunanan, Surakarta, yaitu Masjid Agung Surakarta yang dibangun sekitar tahun 1763 atas prakarsa dari Sunan Pakubuwana III, Masjid Al Wustho Mangkunegaran, Masjid Laweyan yang merupakan masjid tertua di Surakarta[15], Gereja St. Petrus di Jl. Slamet Riyadi, Gereja St. Antonius Purbayan, hingga Tempat Ibadah Tri Dharma Tien Kok Sie, Vihara Am Po Kian, dan Sahasra Adhi Pura[16].",Apakah masjid terbesar di Kabupaten Sukoharjo?,Masjid Agung Surakarta,259
Alexius I dari Trebizond,"Alexios I Megas Komnenos atau Alexius I Megas Comnenus (Greek: Αλέξιος Α΄ Μέγας Κομνηνός, romanized:Alexios I Megas Komnēnos; skt. 1182 – 1 Februari 1222) merupakan, dengan saudaranya David, pendiri Kekaisaran Trebizond, yang ia pimpin dari tahun 1204 sampai kematiannya pada tahun 1222. Kedua bersaudara itu adalah satu-satunya keturunan laki-laki Kaisar Bizantium Andronikos I, yang telah dipecat dan dibunuh pada tahun 1185, dan dengan demikian mengklaim mewakili pemerintahan sah Kekaisaran setelah penaklukkan Konstantinopel oleh Perang Salib Keempat pada tahun 1204. Meskipun saingannya yang memerintah Kekaisaran Nicea berhasil menjadi penerus de facto, dan membuat klaim dinastinya atas takhta kerajaan kekaisaran, keturunan Alexios terus menekankan warisan dan hubungan mereka dengan wangsa Komnenos dengan mengacu pada diri mereka sebagai Megas Komnenos atau Komnenos Agung.[1]",Kapan Alexios I Megas Komnenos lahir?,1182,131
Israel,"Pendirian negara modern Israel berakar dari konsep Tanah Israel (Eretz Yisrael), sebuah konsep pusat Yudaisme sejak zaman kuno,[2] yang juga merupakan pusat wilayah Kerajaan Yehuda kuno. Setelah Perang Dunia I, Liga Bangsa-Bangsa menyetujui dijadikannya Mandat Britania atas Palestina sebagai ""negara orang Yahudi"".[3] Pada tahun 1947, PBB menyetujui Pembagian Palestina menjadi dua negara, yaitu satu negara Yahudi dan satu negara Arab.[4] Pada 14 Mei 1948, Israel memproklamasikan kemerdekaannya dan ini segera diikuti oleh peperangan dengan negara-negara Arab di sekitarnya yang menolak rencana pembagian ini. Israel kemudian memenangkan perang ini dan mengukuhkan kemerdekaannya. Akibat perang ini pula, Israel berhasil memperluas batas wilayah negaranya melebihi batas wilayah yang ditentukan oleh Rencana Pembagian Palestina. Sejak saat itu, Israel terus menerus berseteru dengan negara-negara Arab tetangga, menyebabkan peperangan dan kekerasan yang berlanjut sampai saat ini.[5] Sejak awal pembentukan Negara Israel, batas negara Israel beserta hak Israel untuk berdiri telah dipertentangkan oleh banyak pihak, terutama oleh negara Arab dan para pengungsi Palestina. Israel telah menandatangani perjanjian damai dengan Mesir dan Yordania, namun usaha perdamaian antara Palestina dan Israel sampai sekarang belum berhasil.",Kapankah hari kemerdekaan Israel ?,14 Mei 1948,446
Sejarah matematika,"Matematika Yunani diyakini dimulakan oleh Thales dari Miletus (kira-kira 624 sampai 546 SM) dan Pythagoras dari Samos (kira-kira 582 sampai 507 SM). Meskipun perluasan pengaruh mereka dipersengketakan, mereka mungkin diilhami oleh Matematika Mesir dan Babilonia. Menurut legenda, Pythagoras bersafari ke Mesir untuk mempelajari matematika, geometri, dan astronomi dari pendeta Mesir.",Siapakah yang menemukan ilmu Matematika?,Thales dari Miletus (kira-kira 624 sampai 546 SM) dan Pythagoras dari Samos,42
Radar," jmpl|200x200px|Radar 36D6 (Tin Shield) Radar ini adalah jenis radar pertahanan udara untuk mendeteksi objek terbang seperti pesawat atau peluru kendali. Radar (yang dalam bahasa Inggris merupakan singkatan dari Ra</b>dio D</b>etection a</b>nd R</b>anging, yang berarti deteksi dan penjarakan radio) adalah suatu sistem gelombang elektromagnetik yang berguna untuk mendeteksi, mengukur jarak dan membuat map benda-benda seperti pesawat terbang, berbagai kendaraan bermotor dan informasi cuaca (hujan).",Apakah alat yang digunakan untuk mengukur gelombang radio?,Radar,154
Daftar karakter Pokémon, Daftar di bawah ini merupakan daftar karakter manusia dalam serial TV animasi Pokémon. Dengan tokoh utama protagonis Ash Ketchum (Satoshi) beserta Brock (Takeshi) dan tokoh utama villain Jessie (Musashi) dan James (Kojiro) dari Team Rocket.,siapakh karakter utama Pokémon ?,Ash Ketchum (Satoshi) beserta Brock (Takeshi) dan tokoh utama villain Jessie (Musashi) dan James,118
Filmografi James Cameron," James Cameron adalah seorang sutradara, penulis skenario, dan produser Kanada yang memiliki karier ekstensif dalam film dan televisi. Debut Cameron adalah film pendek fiksi ilmiah 1978 Xenogenesis, yang ia sutradarai, tulis, dan produseri.[1][2] Pada masa awal kariernya, ia melakukan berbagai pekerjaan teknikal seperti produser efek visual khusus, asisten penata set, artis matte, dan fotografer. Debut penyutradaraan filmnya adalah Piranha II: The Spawning yang dirilis tahun 1981.[2][3] Film berikutnya yang ia sutradarai adalah film cerita seru aksi fiksi ilmiah The Terminator (1984). Film tersebut dibintangi oleh Arnold Schwarzenegger sebagai pembunuh cyborg sesuai judul filmnya, dan merupakan puncak karier Cameron.[4][5][6] Pada 1986, ia menyutradarai dan menulis sekuel aksi fiksi ilmiah Aliens yang dibintangi oleh Sigourney Weaver.[7] Ia menyusulnya dengan menyutradarai film fiksi ilmiah lainnya The Abyss (1989). Pada 1991, Cameron menyutradarai sekuel untuk The Terminator, Terminator 2: Judgment Day (dengan Schwarzenegger mengulangi perannya),[8] dan juga menjadi produser eksekutif pada film kejahatan aksi Point Break. Tiga tahun kemudian, ia menyutradarai film aksi ketiga yang dibintangi oleh Schwarzenegger True Lies (1994).[9]",Siapa yang memproduseri  Terminator 2: Judgment Day?,James Cameron,1
Ibu kota Jepang," Ibu kota Jepang yang sekarang secara de facto berada di Tokyo. Di Jepang, istilah ""ibu kota"" (shuto) baru dikenal orang setelah Perang Dunia II berakhir. Sebelumnya, Tokyo sejak tahun 1868 merupakan ibu kota kekaisaran (teito). Istilah ""ibu kota"" baru dikenal secara luas setelah ditetapkan Undang-undang Pembangunan Ibu Kota (Shuto kensetsu-hō) tahun 1950 yang tidak berlaku lagi setelah dikeluarkannya Undang-undang Konsolidasi Daerah Metropolitan (Shutoken seibi-hō) tahun 1959.",Apa ibukota Jepang ?,Tokyo,167
Dinasti Han,"  Dinasti Han (Hanzi: 漢朝, hanyu pinyin: Han Chao) (202 SM - 220) adalah satu dari tiga dinasti yang paling berpengaruh di Tiongkok sepanjang sejarahnya. Dinasti ini adalah yang meletakkan dasar-dasar nasionalitas Tiongkok mewarisi penyatuan Tiongkok dari dinasti sebelumnya, Dinasti Qin. Dinasti Han sendiri didirikan oleh Liu Bang, seorang petani yang memenangkan perang saudara dengan saingannya, Xiang Yu. Dinasti Han merupakan salah satu dinasti terkuat di Tiongkok, dan karena pengaruhnya yang besar, etnis-etnis mayoritas di Tiongkok sekarang ini menyebut mereka orang Han (biarpun mungkin nenek moyang mereka bukan dari etnis Han).",Berapa lama dinasti Han berdiri ?,202 SM - 220,51
Masjid Istiqlal,"Sebagai masjid terbesar di Kawasan Timur Asia (Asia Tenggara dan Asia Timur), Masjid Istiqlal menarik perhatian wisatawan dalam dan luar negeri, terutama wisatawan muslim yang datang dari berbagai penjuru Indonesia ataupun wisatawan Muslim dari luar negeri. Pengunjung muslim dapat langsung masuk dan berbaur dengan jemaah untuk menunaikan salat berjamaah. Wisatawan non-Muslim diperbolehkan berkunjung dan memasuki masjid ini, setelah sebelumnya mendapat pembekalan informasi mengenai Islam dan Masjid Istiqlal. Pengunjung non-Muslim harus mengikuti tata cara mengunjungi masjid seperti melepaskan alas kaki serta mengenakan busana yang sopan dan pantas. Misalnya pengunjung tidak diperkenankan mengenakan celana pendek atau pakaian yang kurang pantas (busana lengan pendek, kaus kutang atau tank top). Pengunjung yang mengenakan celana pendek biasanya dipinjamkan sarung, sedangkan pengunjung wanita diminta mengenakan kerudung. Meskipun demikian bagian yang boleh dikunjungi kaum non-Muslim terbatas dan harus didampingi pemandu. Misalnya pengunjung non-Muslim (kecuali tamu negara atau VVIP) tidak diperkenankan memasuki lantai pertama ruang utama tempat mihrab dan mimbar, tetapi diperbolehkan melihat bagian dalam ruangan ini dari balkon lantai kedua. Selebihnya pengunjung non-Muslim boleh mengunjungi bagian lain seperti pelataran terbuka, selasar, kaki menara dan koridor masjid.",Apakah masjid terbesar di Jakarta?,Masjid Istiqlal,78
Jerman,"Ibukota kemudian disepakati pindah ke Berlin lagi pada tahun 1994 (berdasarkan Akta Berlin/Bonn). Relokasi pemerintahan baru selesai pada tahun 1999.[24] Bonn sendiri mendapatkan status sebagai Bundesstadt (kota federal) karena menjadi tempat beberapa kementrian.[25] Sejak bersatu, Jerman menjadi lebih aktif dalam keanggotaannya di Uni Eropa dan NATO. Jerman mengirim pasukan perdamaian untuk menjaga stabilitas di Balkan dan mengirim pasukan tentara ke Afganistan sebagai usaha meredam pasukan Taliban.[26] Penurunan pasukan ini menjadi kontroversial karena menurut aturan domestik mereka, Jerman mengirim pasukan hanya untuk peran pertahanan.[27] Pada tahun 2005, Angela Merkel menjadi Kanselir Jerman wanita pertama dengan koalisi besar di pemerintahan.[23]",apakah nama ibu kota Jerman ?,Berlin,38
Hidayatullah (organisasi),"Metode (manhaj nubuwwah') Hidayatullah yaitu berpegang pada al Qur’an dan as-Sunnah sebagai bentuk ketaatan kepada Allah dan Rasul-Nya. Hidayatullah berfokus pada pelurusan masalah aqidah, imamah dan jamaah (tajdid); pencerahan kesadaran (tilawatu ayatillah); pembersihan jiwa (tazkiyatun-nufus); pengajaran dan pendidikan (ta’limatul-kitab wal-hikmah) dengan tujuan akhir melahirkan kepemimpinan dan ummat.",Apakah tujuan utama didirikan Hidayatullah?,melahirkan kepemimpinan dan ummat,373
Ronald Reagan,"Ronald Wilson Reagan () ialah Presiden Amerika Serikat ke-40 (1981–1989) dan Gubernur California ke-33 (1967–1975). Sebelum terjun ke dunia politik, Reagan adalah seorang aktor radio, film, dan televisi. Ia hidup lebih panjang daripada Presiden yang lainnya (93 tahun, 119 hari) dan merupakan Presiden terpilih tertua (69 tahun, 349 hari saat mengambil kekuasaan) sampai Donald Trump melampauinya pada 2017.",Berapa tahun Ronald Wilson Reagan menjadi Presiden Amerika Serikat ke-40?,1981–1989,62
Kerajaan Romawi,"Romulus adalah raja pertama sekaligus pendiri Roma. Romulus mendirikan Roma di atas bukit Palatine. Setelah mendirikan Roma, Romulus mengizinkan semua laki-laki, baik manusia bebas ataupun budak, untuk datang dan menjadi warga Roma.[9] Untuk menyediakan istri bagi warganya, Romulus menculik wanita-wanita kaum Sabin sehingga kerajaan Sabin memerangi Roma.[10] Setelah berperang dengan kaun Sabin, Romulus berbagi gelar dengan raja Sabin, Titus Tatius.[11][12] Pada masa pemerintahannya, Roma juga berperang dengan kerajaan Fidenate dan Veii.[13]",Siapakah raja Romawi pertama?,Romulus,0
"Slawi, Tegal","Moci - Budaya minum teh sebagai teman ngobrol, biasanya dilakukan beramai-ramai. Teh diseduh pada poci tanah (teh poci), kemudian dituang ke dalam cangkir dengan pemanis gula batu. Teh dalam cangkir tidak diaduk. sehingga rasa manis ditemukan pada saat isi teh dalam cangkir hampir habis. Hal ini menyebabkan cangkir terus dituangi. Warteg (Warung Tegal) - Warung makan dengan menu makanan sederhana sehari-hari. Sebagian Warung Tegal dikelola oleh warga Kecamatan Dukuh Turi tepatnya dari desa Sida Purna, Sida Katon dan desa Krandon. Sekarang keberadaan warung model warteg tidak hanya di Tegal saja tetapi sudah ada di seluruh Indonesia, bahkan sudah sampai ke mancanegara (Jepang dan Australia). Mendoan - Tempe goreng dilapis tepung dengan bumbu. digoreng setengah matang. Biasanya sebagai teman minum teh Poci, dihidangkan dengan kecap dicampur cabe rawit. Mendoan juga didapati di daerah Banyumas. Sega Lengko - Nasi lengko adalah nasi dengan bahan pelengkap seperti tempe, tahu yang diiris dadu, toge, kol mentah, dan sambal kacang beserta kerupuk. Tahu kuping - Tahu kuning yang dipotong setengah dengan arah potongan diagonal kemudia bekas potongan yang diagonal tersebut diberi adonan tepung sagu (aci dalam bahasa tegal) kemudian digoreng kenapa disebut tahu kuping karena sang tahu memiliki kuping yang terbuat dari adonan sagu tersebut. Rujak Teplak dengan sambal Tapenya Gemblong kocar-kacir. Soto Tegal - Soto (sauto) yang menggunakan tauco sebagai salah satu bumbunya. Kemronyos - Sate khas Tegal. Kupat glabed. Kupat Bongkok - kupat asal desa Bongkok. Kacang Bogares - Makanan ringan kacang olahan khas dari daerah Bogares Kidul Pilus makanan kecil/snack dari tepung terigu. Kerupuk antor. Opak - Makanan bundar tipis dari singkong, sering dihidangkan bersama sambal. Sate bebek Majir. Sate blengong (perkawinan antara itik dan menthok). Jenang/dodol glempang Nasi Ponggol Setan (Pongset) Olos adalah makanan seperti bakwan berisi sayuran seperti kol dan lainnya rasanya khas yaitu pedas.",Apakah makanan khas desa Bongkok?,Kupat Bongkok,1529
Won Korea Utara,"Won (lambang: ₩; code: KPW) atau Won Rakyat Korea adalah mata uang resmi Korea Utara. Mata uang tersebut terbagi dalam 100 chon. Won tersebut dikeluarkan oleh Bank Sentral Republik Rakyat Demokratik Korea, yang berbasis di ibukota Pyongyang. Meskipun mata uang resmi Korea Selatan, yang dikeluarkan oleh Bank Korea yang berbasis di Seoul, berbagai jumlah unit yang sama dan juga dikenal sebagai won Korea Selatan, kedua mata uang tersebut berbeda.",apakah nama mata uang Korea Utara?,Won Rakyat Korea,33
D.T. Suzuki,"D. T. Suzuki lahir dengan nama Teitarō Suzuki di Honda-machi, Kanazawa, Ishikawa, termuda dari lima bersaudara, anak seorang dokter Ryojun Suzuki. Walaupun tempat kelahirannya sudah tidak ada, sebuah monument menandai lokasi tersebut. Suzuki terlahir dalam golongan Samurai yang mengalami kemunduran bersamaan dengan jatuhnya pemerintahan feodal. Sepeninggalan ayahnya, Ibunda Suzuki (Masu - nama lengkap tidak diketahui), seorang penganut Buddhis Jodo Shinshu, terpaksa membesarkannya dalam keadaan miskin. Ketika ia mencapai usia dewasa, ia membayangkan nasibnya untuk terlahir pada situasi tersebut, ia kemudian mulai untuk mencari jawaban pada berbagai ragam kepercayaan. Kecerdasan alami yang tajam dan filosofis menemukan kesulitan untuk menerima sebagian dari kosmologi akan apa yang ia hadapi.",Dimana Daisetz Teitaro Suzuki lahir ?,"Honda-machi, Kanazawa",49
